"ruleId","titleZhHant","grammarCategory","formula","structuralSignature","incorrectPattern","correctPattern","explanationZhHant","correctExamples","incorrectExamples","alternativeCorrections","englishVariant","status","version","author"
"SVA_POSSESSIVE_THEIR_SINGULAR_HEAD_WAS","文法規則：SVA POSSESSIVE_THEIR SINGULAR_HEAD_WAS","subject_verb_agreement","SVA.POSSESSIVE_THEIR.SINGULAR_HEAD_WAS","[""sva"",""possessive_their"",""singular_head_was""]","their address were","their address was","動詞與中心名詞 address 配合，而不是與所有格限定詞 their 配合。每名參與者有一個地址，因此用單數 was。單數 they／ their 不要求後面的名詞和動詞變成複數。","[""their address was""]","[""their address were""]","[]","British English","approved","1","Edmund Sir"
"SVA_PRESENT_COMPOUND_SUBJECT_ARE","文法規則：SVA PRESENT COMPOUND_SUBJECT ARE","subject_verb_agreement","SVA.PRESENT.COMPOUND_SUBJECT.ARE","[""sva"",""present"",""compound_subject"",""are""]","work stress and financial pressure is","work stress and financial pressure are","work stress 和 financial pressure 由 and 連接，形成複合複數主語，所以使用 are。若兩個名詞被視為同一個不可分概念，單數才偶爾可能成立。","[""work stress and financial pressure are""]","[""work stress and financial pressure is""]","[]","British English","approved","1","Edmund Sir"
"SVA_PRESENT_NEITHER_SINGULAR_S_FORM","文法規則：SVA PRESENT NEITHER_SINGULAR S_FORM","subject_verb_agreement","SVA.PRESENT.NEITHER_SINGULAR.S_FORM","[""sva"",""present"",""neither_singular"",""s_form""]","include","includes","neither route 按單數主語處理，所以一般現在式動詞用 includes。","[""includes""]","[""include""]","[]","British English","approved","1","Edmund Sir"
"SVA_PRESENT_SINGULAR_GOVERNMENT_S_FORM","文法規則：SVA PRESENT SINGULAR_GOVERNMENT S_FORM","subject_verb_agreement","SVA.PRESENT.SINGULAR_GOVERNMENT.S_FORM","[""sva"",""present"",""singular_government"",""s_form""]","set","sets","the government 在本句視為單數機構，一般現在式動詞用 sets。英式英文有時可把集體名詞視為複數，但本句聚焦政府作為一個政策制定者。","[""sets""]","[""set""]","[]","British English","approved","1","Edmund Sir"
"SVA_PRESENT_SINGULAR_HEAD_OF_PHRASE","文法規則：SVA PRESENT SINGULAR_HEAD OF_PHRASE","subject_verb_agreement","SVA.PRESENT.SINGULAR_HEAD.OF_PHRASE","[""sva"",""present"",""singular_head"",""of_phrase""]","are","is","真正的主語中心詞是單數 list；of places 只是修飾語，所以寫 The list… is。","[""is""]","[""are""]","[]","British English","approved","1","Edmund Sir"
"SVA_PRESENT_UNCOUNTABLE_SUBJECT_SINGULAR_BE","文法規則：SVA PRESENT UNCOUNTABLE_SUBJECT SINGULAR_BE","subject_verb_agreement","SVA.PRESENT.UNCOUNTABLE_SUBJECT.SINGULAR_BE","[""sva"",""present"",""uncountable_subject"",""singular_be""]","are","is","equipment 是不可數名詞，按單數處理，所以寫 The equipment is。","[""is""]","[""are""]","[]","British English","approved","1","Edmund Sir"
"SVA_RELATIVE_SINGULAR_ANTECEDENT_S_FORM","文法規則：SVA RELATIVE SINGULAR_ANTECEDENT S_FORM","subject_verb_agreement","SVA.RELATIVE.SINGULAR_ANTECEDENT.S_FORM","[""sva"",""relative"",""singular_antecedent"",""s_form""]","coordinator who know","coordinator who knows","who 指回單數 coordinator，因此一般現在式用第三身單數 knows。","[""coordinator who knows""]","[""coordinator who know""]","[]","British English","approved","1","Edmund Sir"
"SVA_THE_NUMBER_OF_SINGULAR_VERB","文法規則：SVA THE_NUMBER_OF SINGULAR_VERB","subject_verb_agreement","SVA.THE_NUMBER_OF.SINGULAR_VERB","[""sva"",""the_number_of"",""singular_verb""]","the number of rejections were","the number of rejections was","the number of... 的中心詞是單數 number，所以用單數動詞 was。後面的複數 rejections 不控制動詞。","[""the number of rejections was""]","[""the number of rejections were""]","[]","British English","approved","1","Edmund Sir"
"SVA_TOGETHER_WITH_HEAD_SUBJECT","文法規則：SVA TOGETHER_WITH HEAD_SUBJECT","subject_verb_agreement","SVA.TOGETHER_WITH.HEAD_SUBJECT","[""sva"",""together_with"",""head_subject""]",", together with two interns, have prepared",", together with two interns, has prepared","together with two interns 是附加資料，不會把主語變成複數。真正的中心主語是單數 coordinator，所以用 has。","["", together with two interns, has prepared""]","["", together with two interns, have prepared""]","[]","British English","approved","1","Edmund Sir"
"TENSE_BEFORE_FUTURE_EVENT_PRESENT_SIMPLE","文法規則：TENSE BEFORE FUTURE_EVENT PRESENT_SIMPLE","verb_form_or_tense","TENSE.BEFORE.FUTURE_EVENT.PRESENT_SIMPLE","[""tense"",""before"",""future_event"",""present_simple""]","rainy season began","rainy season begins","本句談論尚未來臨的雨季。before 引出的未來時間分句通常用一般現在式，不用過去式。若整段談論過去事件， began 才可能正確。","[""rainy season begins""]","[""rainy season began""]","[]","British English","approved","1","Edmund Sir"
"TENSE_CHART_EXPECTED_TO_REMAIN","文法規則：TENSE CHART EXPECTED_TO_REMAIN","verb_form_or_tense","TENSE.CHART.EXPECTED_TO_REMAIN","[""tense"",""chart"",""expected_to_remain""]","keep being","is expected to remain","主語 age group 是單數，因此原本至少要寫 keeps； 但本句同時描述 2050 年的預測，正式圖表寫作更適合使用 is expected to remain。keeps being 在某些一般語境中可以成立，但不適合這個預測框架。","[""is expected to remain""]","[""keep being""]","[]","British English","approved","1","Edmund Sir"
"TENSE_FUTURE_PERFECT_BY_DEADLINE","文法規則：TENSE FUTURE_PERFECT BY_DEADLINE","verb_form_or_tense","TENSE.FUTURE_PERFECT.BY_DEADLINE","[""tense"",""future_perfect"",""by_deadline""]","take","have taken","By next June 表示在未來期限之前完成接管，所以使用未來完成式：will have + 過去分詞。若意思是「正正在六月接管」，簡單將來式才可能合適。","[""have taken""]","[""take""]","[]","British English","approved","1","Edmund Sir"
"TENSE_GENERAL_PRESENT_CONSISTENCY","文法規則：TENSE GENERAL_PRESENT CONSISTENCY","verb_form_or_tense","TENSE.GENERAL_PRESENT.CONSISTENCY","[""tense"",""general_present"",""consistency""]","dressed","dress","這段描述一般校園情況，而不是一次已完成的過去事件，因此使用一般現在式 dress。 若整段是在敘述過去某一天， dressed 才可能適合。","[""dress""]","[""dressed""]","[]","British English","approved","1","Edmund Sir"
"TENSE_IF_PRESENT_FINITE_VERB","文法規則：TENSE IF_PRESENT FINITE_VERB","verb_form_or_tense","TENSE.IF_PRESENT.FINITE_VERB","[""tense"",""if_present"",""finite_verb""]","wearing","wear","if 後面需要一個完整有限分句。主語是 the staff， 所以使用一般現在式 wear。 單獨的 wearing 不能作這個條件分句的謂語。","[""wear""]","[""wearing""]","[]","British English","approved","1","Edmund Sir"
"TENSE_MAP_COMPLETED_PERIOD_PAST_SIMPLE","文法規則：TENSE MAP COMPLETED_PERIOD PAST_SIMPLE","verb_form_or_tense","TENSE.MAP.COMPLETED_PERIOD.PAST_SIMPLE","[""tense"",""map"",""completed_period"",""past_simple""]","has changed","changed","1995 至 2025 是已完成的歷史時段，因此用一般過去式描述已發生的改變。若其中一幅圖表示現在，而改變延續至今，現在完成式才可能成立。","[""changed""]","[""has changed""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PAST_DATA_YEAR_WAS","文法規則：TENSE PAST DATA_YEAR WAS","verb_form_or_tense","TENSE.PAST.DATA_YEAR.WAS","[""tense"",""past"",""data_year"",""was""]","is","was","句子明確描述 2000 年的情況，因此使用過去式 was。後面的 2050 年預測則使用將來或預測結構。","[""was""]","[""is""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PAST_PERFECT_BY_THE_TIME_EARLIER_EVENT","文法規則：TENSE PAST_PERFECT BY_THE_TIME EARLIER_EVENT","verb_form_or_tense","TENSE.PAST_PERFECT.BY_THE_TIME.EARLIER_EVENT","[""tense"",""past_perfect"",""by_the_time"",""earlier_event""]","already left","had already left","關門和最後一位訪客離開都是過去事件，而訪客離開發生得更早，所以用過去完成式 had left。公式：較早的過去事件用 had + 過去分詞。","[""had already left""]","[""already left""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PAST_PERFECT_REQUIRES_PAST_REFERENCE","文法規則：TENSE PAST_PERFECT REQUIRES_PAST_REFERENCE","verb_form_or_tense","TENSE.PAST_PERFECT.REQUIRES_PAST_REFERENCE","[""tense"",""past_perfect"",""requires_past_reference""]","had risen steadily","rose steadily","過去完成式通常需要另一個較後的過去參考點。本句只是按時間順序描述圖表數據，因此使用一般過去式。","[""rose steadily""]","[""had risen steadily""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PAST_SIMPLE_FINISHED_TIME","文法規則：TENSE PAST_SIMPLE FINISHED_TIME","verb_form_or_tense","TENSE.PAST_SIMPLE.FINISHED_TIME","[""tense"",""past_simple"",""finished_time""]","has begun","began","in September 2023 是已完成的明確過去時間，一般使用過去式 began， 不用現在完成式。公式：明確過去時間 + 過去式。","[""began""]","[""has begun""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PRESENT_PERFECT_CHANGE_TO_PRESENT_STATE","文法規則：TENSE PRESENT_PERFECT CHANGE_TO_PRESENT_STATE","verb_form_or_tense","TENSE.PRESENT_PERFECT.CHANGE_TO_PRESENT_STATE","[""tense"",""present_perfect"",""change_to_present_state""]","work become","work has become","工作發展至今已成為生活的一部分，因此目標句使用現在完成式 has become。 work 是單數不可數主語，所以不能直接接 become。 若原意是一般規律，work becomes 也可成立，故應保留為可接受替代。","[""work has become""]","[""work become""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PRESENT_PERFECT_PASSIVE","文法規則：TENSE PRESENT_PERFECT PASSIVE","verb_form_or_tense","TENSE.PRESENT_PERFECT.PASSIVE","[""tense"",""present_perfect"",""passive""]","damage has done","damage has been done","damage 是被造成的，所以現在完成式要使用被動結構： has been + 過去分詞。主動句需要有施事者，例如 The delay has done serious damage.","[""damage has been done""]","[""damage has done""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PRESENT_PERFECT_PROGRESSIVE_FOR_DURATION","文法規則：TENSE PRESENT_PERFECT_PROGRESSIVE FOR_DURATION","verb_form_or_tense","TENSE.PRESENT_PERFECT_PROGRESSIVE.FOR_DURATION","[""tense"",""present_perfect_progressive"",""for_duration""]","reviewed","has been reviewing","For the past three months 表示活動由過去持續至現在，並強調過程，因此使用現在完成進行式。若工作已經全部完成，其他時態才可能成立。","[""has been reviewing""]","[""reviewed""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PRESENT_PERFECT_SINCE_PAST_POINT","文法規則：TENSE PRESENT_PERFECT SINCE_PAST_POINT","verb_form_or_tense","TENSE.PRESENT_PERFECT.SINCE_PAST_POINT","[""tense"",""present_perfect"",""since_past_point""]","Since the trial began, the college collected","Since the trial began, the college has collected","since + 過去起點通常與現在完成式配合，表示由試行開始至現在所累積的結果。","[""Since the trial began, the college has collected""]","[""Since the trial began, the college collected""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PRESENT_PERFECT_SINCE_THEN","文法規則：TENSE PRESENT_PERFECT SINCE_THEN","verb_form_or_tense","TENSE.PRESENT_PERFECT.SINCE_THEN","[""tense"",""present_perfect"",""since_then""]","Since then, the scheme attracted","Since then, the scheme has attracted","Since then 表示由過去某點延續至現在，通常使用現在完成式：has attracted。若敘述的參考時間也在過去，過去完成式可能更合適。","[""Since then, the scheme has attracted""]","[""Since then, the scheme attracted""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PROJECTION_EXPECTED_TO_BECOME","文法規則：TENSE PROJECTION EXPECTED_TO_BECOME","verb_form_or_tense","TENSE.PROJECTION.EXPECTED_TO_BECOME","[""tense"",""projection"",""expected_to_become""]","keep diversifying","is expected to become more pronounced","diversify 通常表示種類變得更多，不適合直接描述兩國差異擴大。 2050 年亦是預測數據，因此使用 is expected to + 動詞原形。若原意只是差異持續存在，也可寫 is expected to continue。","[""is expected to become more pronounced""]","[""keep diversifying""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PROJECTION_IS_PROJECTED_TO_DOUBLE","文法規則：TENSE PROJECTION IS_PROJECTED_TO_DOUBLE","verb_form_or_tense","TENSE.PROJECTION.IS_PROJECTED_TO_DOUBLE","[""tense"",""projection"",""is_projected_to_double""]","almost doubled","is projected to almost double","42.3% 是 2050 年的預測值，因此不能使用表示已完成過去事件的 doubled。使用 is projected to + 動詞原形表達預測。","[""is projected to almost double""]","[""almost doubled""]","[]","British English","approved","1","Edmund Sir"
"TENSE_PROJECTION_REMAIN_STABLE","文法規則：TENSE PROJECTION REMAIN_STABLE","verb_form_or_tense","TENSE.PROJECTION.REMAIN_STABLE","[""tense"",""projection"",""remain_stable""]","has nearly remain unchanged","is projected to remain relatively stable","has 後面本應使用過去分詞 remained，但本句包含 2050 年預測，因此現在完成式亦不合適。目標句使用 is projected to remain。 relatively stable 也容許比例有輕微變化。","[""is projected to remain relatively stable""]","[""has nearly remain unchanged""]","[]","British English","approved","1","Edmund Sir"
"TENSE_UNTIL_PRESENT_PERFECT_NOT_WILL","文法規則：TENSE UNTIL PRESENT_PERFECT NOT_WILL","verb_form_or_tense","TENSE.UNTIL.PRESENT_PERFECT.NOT_WILL","[""tense"",""until"",""present_perfect"",""not_will""]","will be implemented","have been implemented","until 引出的未來時間分句一般不用 will。現在完成式強調所有建議先完成： until… have been implemented。另一個正確寫法是 until all recommendations are implemented。間接問句則可以用 will，例如 We do not know when they will be implemented。","[""have been implemented""]","[""will be implemented""]","[]","British English","approved","1","Edmund Sir"
"TIME_CHART_TWO_SNAPSHOTS_IN_BOTH_YEARS","文法規則：TIME CHART TWO_SNAPSHOTS IN_BOTH_YEARS","word_choice","TIME.CHART.TWO_SNAPSHOTS.IN_BOTH_YEARS","[""time"",""chart"",""two_snapshots"",""in_both_years""]","from 2000 to 2050","in both 2000 and 2050","圖表只提供 2000 和 2050 兩個時間點時， in both 2000 and 2050 不會暗示中間每一年都有數據。若圖表真的展示連續趨勢， from 2000 to 2050 可以保留。","[""in both 2000 and 2050""]","[""from 2000 to 2050""]","[]","British English","approved","1","Edmund Sir"
"UNIT_PERCENTAGE_POINTS_NOT_PER_CENT_POINTS","文法規則：UNIT PERCENTAGE_POINTS NOT_PER_CENT_POINTS","word_choice","UNIT.PERCENTAGE_POINTS.NOT_PER_CENT_POINTS","[""unit"",""percentage_points"",""not_per_cent_points""]","per cent","percentage","兩個百分比之間的絕對差使用 percentage points。 由 45% 降至 20% 是下降 25 percentage points。","[""percentage"",""29 percentage points""]","[""per cent"",""29 per cent points""]","[]","British English","approved","1","Edmund Sir"
"UNIT_PER_CENT_INVARIABLE","文法規則：UNIT PER_CENT INVARIABLE","word_choice","UNIT.PER_CENT.INVARIABLE","[""unit"",""per_cent"",""invariable""]","50 per cents","50 per cent","per cent 在數字後不加複數 s：one per cent、50 percent。","[""50 per cent"",""per cent""]","[""50 per cents"",""per cents""]","[]","British English","approved","1","Edmund Sir"
